iteration,participant_stages_at_the_start_of_this_round,should_revert_to_max_likelihood_order,new_order_to_test,new_order_likelihood,max_likelihood_up_until_now,all_participant_ln_likelihood_is_larger,accepted_order,accepted_likelihood,participant_stages_at_the_end_of_iteration,acceptance_ratio,actualy_reverted
404,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 2. 1.
 3. 2. 2. 2. 3. 1. 5. 2. 3. 3. 1. 1. 3. 1. 1. 5. 5. 2. 5. 1. 4. 2. 5. 2.
 3. 5. 3. 2. 1. 2. 1. 4. 2. 4. 1. 4. 4. 3. 3. 5. 5. 1. 2. 4. 2. 3. 2. 3.
 5. 2. 5. 1. 2. 3. 3. 3. 3. 2. 2. 2. 1. 1. 5. 1. 5. 5. 5. 1. 4. 5. 5. 3.
 4. 5. 5. 3. 4. 3. 4. 4. 3. 5. 1. 5. 5. 5. 2. 3. 4. 5. 5. 5. 5. 5. 5. 2.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-882.0238072994152,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3.
 3. 3. 1. 3. 5. 1. 5. 2. 2. 1. 1. 2. 1. 2. 3. 5. 4. 1. 1. 2. 4. 3. 5. 1.
 5. 3. 1. 2. 1. 2. 2. 4. 3. 2. 3. 4. 2. 3. 2. 4. 5. 3. 1. 5. 1. 5. 1. 1.
 5. 3. 5. 1. 3. 1. 3. 4. 1. 2. 3. 3. 1. 3. 5. 2. 5. 5. 1. 4. 4. 5. 5. 2.
 5. 4. 5. 5. 5. 2. 4. 2. 2. 5. 2. 1. 5. 5. 3. 1. 2. 5. 5. 1. 4. 5. 5. 1.]",2.4752475247524752,
405,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3.
 3. 3. 1. 3. 5. 1. 5. 2. 2. 1. 1. 2. 1. 2. 3. 5. 4. 1. 1. 2. 4. 3. 5. 1.
 5. 3. 1. 2. 1. 2. 2. 4. 3. 2. 3. 4. 2. 3. 2. 4. 5. 3. 1. 5. 1. 5. 1. 1.
 5. 3. 5. 1. 3. 1. 3. 4. 1. 2. 3. 3. 1. 3. 5. 2. 5. 5. 1. 4. 4. 5. 5. 2.
 5. 4. 5. 5. 5. 2. 4. 2. 2. 5. 2. 1. 5. 5. 3. 1. 2. 5. 5. 1. 4. 5. 5. 1.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 4, 'GMI(FUS)': 5}",-902.8461696174043,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 3.
 2. 3. 4. 2. 2. 1. 5. 3. 2. 1. 2. 3. 1. 2. 3. 5. 5. 5. 4. 1. 3. 1. 5. 1.
 3. 4. 4. 2. 1. 2. 2. 2. 1. 2. 5. 2. 2. 4. 4. 5. 5. 1. 3. 2. 4. 2. 2. 3.
 5. 1. 5. 4. 2. 1. 1. 2. 5. 4. 5. 3. 2. 2. 5. 2. 5. 4. 4. 4. 3. 5. 5. 1.
 2. 3. 2. 5. 4. 2. 3. 3. 3. 5. 1. 3. 5. 5. 5. 2. 2. 5. 5. 2. 4. 5. 5. 1.]",2.4691358024691357,
406,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 3.
 2. 3. 4. 2. 2. 1. 5. 3. 2. 1. 2. 3. 1. 2. 3. 5. 5. 5. 4. 1. 3. 1. 5. 1.
 3. 4. 4. 2. 1. 2. 2. 2. 1. 2. 5. 2. 2. 4. 4. 5. 5. 1. 3. 2. 4. 2. 2. 3.
 5. 1. 5. 4. 2. 1. 1. 2. 5. 4. 5. 3. 2. 2. 5. 2. 5. 4. 4. 4. 3. 5. 5. 1.
 2. 3. 2. 5. 4. 2. 3. 3. 3. 5. 1. 3. 5. 5. 5. 2. 2. 5. 5. 2. 4. 5. 5. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 1, 'FCI(Fusi)': 3, 'FCI(PCC)': 4, 'GMI(FUS)': 5}",-922.3882224354045,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 3. 1.
 4. 1. 2. 1. 3. 4. 2. 3. 3. 2. 1. 1. 2. 3. 1. 5. 4. 5. 1. 1. 3. 1. 5. 3.
 5. 1. 5. 2. 2. 1. 5. 4. 3. 4. 4. 1. 1. 3. 3. 5. 5. 4. 1. 2. 2. 5. 2. 4.
 5. 3. 5. 1. 1. 2. 4. 3. 5. 1. 4. 1. 1. 1. 5. 2. 2. 3. 4. 2. 3. 3. 5. 1.
 2. 1. 5. 2. 4. 3. 1. 4. 1. 5. 1. 3. 5. 5. 2. 3. 4. 5. 5. 3. 2. 5. 5. 2.]",2.4630541871921183,
407,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 3. 1.
 4. 1. 2. 1. 3. 4. 2. 3. 3. 2. 1. 1. 2. 3. 1. 5. 4. 5. 1. 1. 3. 1. 5. 3.
 5. 1. 5. 2. 2. 1. 5. 4. 3. 4. 4. 1. 1. 3. 3. 5. 5. 4. 1. 2. 2. 5. 2. 4.
 5. 3. 5. 1. 1. 2. 4. 3. 5. 1. 4. 1. 1. 1. 5. 2. 2. 3. 4. 2. 3. 3. 5. 1.
 2. 1. 5. 2. 4. 3. 1. 4. 1. 5. 1. 3. 5. 5. 2. 3. 4. 5. 5. 3. 2. 5. 5. 2.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 5, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 4}",-910.0477422385419,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 1. 3.
 2. 3. 2. 2. 5. 1. 5. 2. 3. 2. 2. 1. 1. 1. 2. 4. 3. 4. 3. 3. 3. 1. 5. 2.
 4. 1. 1. 2. 3. 2. 4. 1. 1. 5. 2. 3. 4. 3. 1. 5. 5. 2. 5. 1. 4. 3. 2. 3.
 3. 3. 5. 2. 4. 1. 1. 2. 1. 3. 3. 4. 1. 3. 5. 3. 2. 4. 5. 3. 5. 4. 5. 1.
 5. 5. 1. 4. 5. 3. 1. 5. 5. 4. 1. 3. 2. 5. 3. 1. 2. 5. 5. 1. 4. 5. 5. 2.]",2.457002457002457,
408,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 1. 3.
 2. 3. 2. 2. 5. 1. 5. 2. 3. 2. 2. 1. 1. 1. 2. 4. 3. 4. 3. 3. 3. 1. 5. 2.
 4. 1. 1. 2. 3. 2. 4. 1. 1. 5. 2. 3. 4. 3. 1. 5. 5. 2. 5. 1. 4. 3. 2. 3.
 3. 3. 5. 2. 4. 1. 1. 2. 1. 3. 3. 4. 1. 3. 5. 3. 2. 4. 5. 3. 5. 4. 5. 1.
 5. 5. 1. 4. 5. 3. 1. 5. 5. 4. 1. 3. 2. 5. 3. 1. 2. 5. 5. 1. 4. 5. 5. 2.]",False,"{'FCI(HIP)': 4, 'GMI(HIP)': 1, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-935.3258874302963,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 1.
 1. 4. 1. 3. 5. 1. 5. 4. 3. 3. 4. 3. 3. 2. 5. 5. 5. 4. 3. 2. 3. 3. 5. 5.
 5. 4. 1. 3. 4. 4. 3. 3. 2. 4. 2. 3. 4. 4. 3. 5. 5. 2. 3. 2. 1. 1. 2. 3.
 5. 1. 5. 3. 2. 2. 2. 5. 5. 1. 2. 1. 3. 4. 5. 4. 5. 5. 1. 1. 5. 5. 5. 3.
 3. 4. 3. 2. 4. 1. 3. 2. 2. 3. 1. 1. 5. 1. 4. 2. 2. 1. 5. 5. 3. 5. 4. 3.]",2.450980392156863,
409,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 1.
 1. 4. 1. 3. 5. 1. 5. 4. 3. 3. 4. 3. 3. 2. 5. 5. 5. 4. 3. 2. 3. 3. 5. 5.
 5. 4. 1. 3. 4. 4. 3. 3. 2. 4. 2. 3. 4. 4. 3. 5. 5. 2. 3. 2. 1. 1. 2. 3.
 5. 1. 5. 3. 2. 2. 2. 5. 5. 1. 2. 1. 3. 4. 5. 4. 5. 5. 1. 1. 5. 5. 5. 3.
 3. 4. 3. 2. 4. 1. 3. 2. 2. 3. 1. 1. 5. 1. 4. 2. 2. 1. 5. 5. 3. 5. 4. 3.]",False,"{'FCI(HIP)': 4, 'GMI(HIP)': 1, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-924.6630660120179,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 1. 4.
 4. 3. 4. 3. 3. 4. 5. 3. 2. 2. 2. 1. 3. 4. 1. 5. 3. 2. 3. 1. 3. 3. 5. 3.
 5. 5. 5. 4. 4. 4. 1. 3. 2. 4. 2. 1. 1. 3. 3. 5. 5. 3. 3. 4. 1. 3. 4. 2.
 4. 4. 5. 1. 1. 4. 4. 4. 3. 4. 4. 4. 1. 5. 5. 4. 5. 5. 2. 2. 4. 5. 5. 2.
 3. 1. 3. 2. 1. 1. 2. 2. 1. 5. 2. 1. 5. 2. 2. 4. 1. 2. 5. 5. 3. 5. 5. 1.]",2.444987775061125,
410,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 1. 4.
 4. 3. 4. 3. 3. 4. 5. 3. 2. 2. 2. 1. 3. 4. 1. 5. 3. 2. 3. 1. 3. 3. 5. 3.
 5. 5. 5. 4. 4. 4. 1. 3. 2. 4. 2. 1. 1. 3. 3. 5. 5. 3. 3. 4. 1. 3. 4. 2.
 4. 4. 5. 1. 1. 4. 4. 4. 3. 4. 4. 4. 1. 5. 5. 4. 5. 5. 2. 2. 4. 5. 5. 2.
 3. 1. 3. 2. 1. 1. 2. 2. 1. 5. 2. 1. 5. 2. 2. 4. 1. 2. 5. 5. 3. 5. 5. 1.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 5, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 4}",-925.0674294638059,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 2.
 2. 3. 1. 1. 2. 3. 5. 3. 2. 1. 3. 1. 2. 1. 1. 4. 4. 4. 1. 3. 5. 1. 5. 3.
 4. 5. 4. 5. 4. 2. 3. 3. 3. 1. 1. 1. 3. 1. 1. 5. 5. 4. 1. 3. 1. 2. 3. 3.
 4. 4. 5. 2. 2. 1. 2. 3. 4. 3. 3. 3. 3. 2. 5. 1. 5. 5. 4. 3. 5. 5. 5. 1.
 2. 5. 3. 2. 3. 1. 5. 1. 5. 5. 3. 2. 5. 5. 5. 3. 1. 5. 5. 5. 1. 5. 5. 4.]",2.4390243902439024,
411,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 2.
 2. 3. 1. 1. 2. 3. 5. 3. 2. 1. 3. 1. 2. 1. 1. 4. 4. 4. 1. 3. 5. 1. 5. 3.
 4. 5. 4. 5. 4. 2. 3. 3. 3. 1. 1. 1. 3. 1. 1. 5. 5. 4. 1. 3. 1. 2. 3. 3.
 4. 4. 5. 2. 2. 1. 2. 3. 4. 3. 3. 3. 3. 2. 5. 1. 5. 5. 4. 3. 5. 5. 5. 1.
 2. 5. 3. 2. 3. 1. 5. 1. 5. 5. 3. 2. 5. 5. 5. 3. 1. 5. 5. 5. 1. 5. 5. 4.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 5, 'FCI(Fusi)': 3, 'FCI(PCC)': 4, 'GMI(FUS)': 2}",-922.4159222942386,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 5. 2. 1.
 3. 1. 1. 5. 5. 1. 5. 4. 4. 2. 4. 4. 1. 1. 4. 2. 5. 4. 3. 1. 5. 1. 3. 1.
 5. 4. 2. 1. 2. 1. 4. 5. 5. 3. 4. 1. 1. 2. 1. 5. 5. 1. 1. 1. 2. 2. 1. 2.
 5. 1. 5. 4. 2. 2. 2. 3. 2. 2. 4. 4. 2. 1. 3. 3. 2. 5. 3. 4. 5. 5. 5. 5.
 5. 5. 5. 5. 5. 4. 5. 4. 5. 3. 3. 3. 5. 5. 1. 2. 2. 2. 5. 4. 1. 5. 3. 3.]",2.4330900243309004,
412,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 5. 2. 1.
 3. 1. 1. 5. 5. 1. 5. 4. 4. 2. 4. 4. 1. 1. 4. 2. 5. 4. 3. 1. 5. 1. 3. 1.
 5. 4. 2. 1. 2. 1. 4. 5. 5. 3. 4. 1. 1. 2. 1. 5. 5. 1. 1. 1. 2. 2. 1. 2.
 5. 1. 5. 4. 2. 2. 2. 3. 2. 2. 4. 4. 2. 1. 3. 3. 2. 5. 3. 4. 5. 5. 5. 5.
 5. 5. 5. 5. 5. 4. 5. 4. 5. 3. 3. 3. 5. 5. 1. 2. 2. 2. 5. 4. 1. 5. 3. 3.]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 1, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-927.4236762474777,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 1.
 3. 3. 3. 4. 5. 1. 5. 3. 2. 2. 4. 4. 2. 1. 2. 5. 5. 2. 3. 3. 1. 5. 5. 3.
 5. 5. 3. 3. 2. 1. 1. 2. 2. 5. 1. 4. 4. 1. 3. 4. 4. 2. 2. 1. 2. 5. 1. 4.
 5. 3. 5. 1. 1. 1. 2. 3. 1. 1. 2. 3. 2. 2. 5. 4. 5. 5. 2. 1. 2. 5. 5. 3.
 5. 5. 4. 5. 5. 1. 5. 4. 1. 2. 2. 1. 5. 5. 1. 2. 3. 4. 5. 5. 2. 5. 5. 2.]",2.4271844660194173,
413,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 1.
 3. 3. 3. 4. 5. 1. 5. 3. 2. 2. 4. 4. 2. 1. 2. 5. 5. 2. 3. 3. 1. 5. 5. 3.
 5. 5. 3. 3. 2. 1. 1. 2. 2. 5. 1. 4. 4. 1. 3. 4. 4. 2. 2. 1. 2. 5. 1. 4.
 5. 3. 5. 1. 1. 1. 2. 3. 1. 1. 2. 3. 2. 2. 5. 4. 5. 5. 2. 1. 2. 5. 5. 3.
 5. 5. 4. 5. 5. 1. 5. 4. 1. 2. 2. 1. 5. 5. 1. 2. 3. 4. 5. 5. 2. 5. 5. 2.]",False,"{'FCI(HIP)': 4, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-914.3730404394242,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 3.
 2. 1. 3. 3. 2. 1. 2. 1. 1. 3. 2. 3. 1. 1. 1. 5. 2. 4. 4. 4. 3. 3. 5. 3.
 2. 3. 3. 1. 5. 3. 1. 4. 2. 3. 3. 1. 5. 3. 4. 2. 5. 1. 2. 1. 4. 2. 2. 2.
 5. 3. 5. 3. 1. 3. 3. 3. 5. 3. 2. 5. 3. 2. 5. 1. 4. 5. 1. 2. 3. 1. 5. 4.
 5. 4. 4. 2. 4. 2. 5. 5. 4. 5. 2. 1. 4. 5. 1. 1. 5. 3. 5. 3. 2. 5. 5. 3.]",2.4213075060532687,
414,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 3.
 2. 1. 3. 3. 2. 1. 2. 1. 1. 3. 2. 3. 1. 1. 1. 5. 2. 4. 4. 4. 3. 3. 5. 3.
 2. 3. 3. 1. 5. 3. 1. 4. 2. 3. 3. 1. 5. 3. 4. 2. 5. 1. 2. 1. 4. 2. 2. 2.
 5. 3. 5. 3. 1. 3. 3. 3. 5. 3. 2. 5. 3. 2. 5. 1. 4. 5. 1. 2. 3. 1. 5. 4.
 5. 4. 4. 2. 4. 2. 5. 5. 4. 5. 2. 1. 4. 5. 1. 1. 5. 3. 5. 3. 2. 5. 5. 3.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 5, 'FCI(PCC)': 2, 'GMI(FUS)': 3}",-925.2818270132325,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 1.
 1. 5. 1. 4. 5. 2. 5. 2. 2. 2. 2. 4. 1. 1. 2. 4. 5. 3. 2. 2. 3. 1. 4. 2.
 5. 4. 3. 2. 3. 2. 1. 1. 2. 4. 2. 2. 2. 2. 1. 4. 5. 1. 1. 3. 1. 4. 1. 1.
 5. 1. 5. 2. 3. 5. 2. 4. 3. 3. 2. 3. 1. 3. 4. 2. 5. 3. 5. 5. 5. 3. 5. 3.
 3. 5. 5. 4. 5. 4. 5. 5. 3. 2. 4. 2. 5. 4. 1. 2. 3. 4. 5. 5. 1. 5. 5. 2.]",2.4154589371980677,
415,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 1.
 1. 5. 1. 4. 5. 2. 5. 2. 2. 2. 2. 4. 1. 1. 2. 4. 5. 3. 2. 2. 3. 1. 4. 2.
 5. 4. 3. 2. 3. 2. 1. 1. 2. 4. 2. 2. 2. 2. 1. 4. 5. 1. 1. 3. 1. 4. 1. 1.
 5. 1. 5. 2. 3. 5. 2. 4. 3. 3. 2. 3. 1. 3. 4. 2. 5. 3. 5. 5. 5. 3. 5. 3.
 3. 5. 5. 4. 5. 4. 5. 5. 3. 2. 4. 2. 5. 4. 1. 2. 3. 4. 5. 5. 1. 5. 5. 2.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 5, 'GMI(FUS)': 2}",-911.8044472943575,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 5. 3. 4.
 1. 1. 3. 1. 4. 1. 5. 2. 1. 2. 2. 2. 1. 2. 2. 4. 4. 2. 1. 5. 5. 3. 2. 3.
 5. 2. 5. 3. 3. 1. 2. 3. 2. 1. 2. 2. 3. 2. 1. 5. 5. 1. 2. 5. 1. 2. 4. 5.
 5. 2. 5. 3. 2. 1. 1. 4. 2. 3. 5. 3. 2. 1. 4. 1. 4. 2. 5. 5. 5. 3. 4. 1.
 4. 5. 5. 5. 5. 1. 4. 5. 4. 4. 2. 1. 4. 4. 3. 2. 2. 4. 5. 4. 5. 4. 5. 1.]",2.4096385542168677,
